id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
349,"University of Central Florida Police Department, Orlando, FL",7,3,0,2,0,0,0,0,0,1,0,0,0
350,"Los Angeles County Sheriff's Department, Los Angeles County, CA",21,3,728,31,7,1,6,4,2,9,8,1,1
351,"Maine Air National Guard Base, Maine",60,7,1,1,0,0,0,0,0,0,0,0,0
353,"Lewis County Sheriff's Department, Lewis County, WA",8,6,6,3,0,0,2,2,0,5,0,0,0
354,"New York State Police, New York",133,8,807,19,2,0,2,2,4,2,6,1,0
356,"Arvada Police Department, Arvada, CO",5,2,6,3,0,0,1,0,0,2,0,0,0
357,"Pittsburgh Bureau of Police, Pittsburgh, PA",40,7,261,9,12,1,0,0,1,4,6,0,0
358,"Carnegie Police Department, Carnegie, PA",54,4,2,2,0,0,0,0,0,1,0,0,0
359,"South Fayette Township Police Department, South Fayette Township, PA",2,40,0,2,0,0,1,0,0,1,0,0,0
360,"Bridgeville Police Department, Bridgeville, PA",8,74,0,2,0,0,0,0,0,0,0,0,0
361,"Virginia Beach Police Department, Virginia Beach, VA",288,5,39,12,0,0,0,0,4,2,2,0,0
362,"Heidelberg Police Department, Heidelberg, PA",23,3,0,2,0,0,0,0,0,0,0,0,0
363,"Flagler County Sheriff's Office, Flagler County, FL",22,2,0,2,0,0,0,0,0,0,0,0,0
364,"Fairfax County Police Department, Fairfax County, VA",28,6,41,13,2,0,3,2,3,1,0,1,0
365,"Austin Police Department, Austin, TX",27,5,1833,16,8,0,6,1,2,2,19,0,0
366,"Tucson Police Department, Tucson, AZ",49,6,134,12,12,0,5,0,0,2,4,0,0
367,"San Francisco Police Department, San Francisco, CA",44,5,527,26,17,0,13,0,5,8,6,2,0
368,"San Diego Police Department, San Diego County, CA",95,4,10,6,0,0,0,0,1,1,1,0,0
369,"Oakland Police Department, Oakland, CA",74,10,295,17,78,0,10,0,0,6,4,7,0
370,"Doylestown Township Police Department, Doylestown, PA",157,8,0,2,0,0,0,0,0,1,0,0,0
371,"Santa Monica Police Department, Santa Monica, CA",18,3,4,5,1,0,0,0,1,3,1,0,0
372,"Virginia State Police, Virginia",23,3,17,16,0,0,4,1,3,4,2,1,0
373,"Olympia Police Department, Olympia, WA",12,2,99,8,1,0,2,0,0,2,1,0,0
374,"Stafford County Sheriff's Office, Stafford, VA",11,2,19,3,0,0,0,0,0,1,1,0,0
375,"Denver Police Department, Denver, CO",164,11,213,32,5,0,6,7,0,10,8,1,0
376,"Virginia Commonwealth University, Virginia",0,3,4,3,0,0,0,0,0,0,0,0,0
377,"City Council, New York City, NY",122,12,308,17,2,0,1,0,1,2,5,1,0
379,"Parks and Recreation Department,  Santa Barbara, CA",0,0,0,0,0,0,0,0,0,0,0,0,0
380,"Jefferson Police Department, Jefferson, WI",44,3,0,3,0,0,0,0,0,1,0,0,0
381,"Ashland Police Department, Ashland, KY",7,11,13,2,0,0,0,0,0,3,0,0,0
382,"Washington Court House Police Department, Washington Court House, OH",50,2,0,3,0,0,0,0,0,0,0,0,0
383,"University of Texas, Austin, Texas",111,12,515,11,10,0,2,3,6,1,13,0,0
384,"Richmond Police Department, Richmond, VA",120,6,15,6,6,0,3,0,0,1,3,0,0
385,"Metropolitan Police Department, Washington (D.C), DC",147,10,327,33,17,0,7,0,7,7,8,1,0
386,"Miami Police Department, Miami, FL",201,10,4,4,3,0,1,0,0,2,0,0,0
387,"Miami-Dade County Police, Miami-Dade County, FL",105,9,736,7,5,0,4,4,0,1,4,0,0
388,"Houston Police Department, Public Affairs, Houston, TX",8,4,114,6,0,0,1,3,0,1,3,0,0
389,"California Highway Patrol, California",34,5,26,8,8,0,3,4,0,3,4,0,0
391,"Charlotte-Mecklenburg Police Department, Charlotte, NC",228,9,16,6,3,0,3,0,4,3,1,0,0
392,"Howard County Police Department, Ellicott City, MD",0,2,0,2,0,0,0,0,0,2,0,0,0
393,"Metropolitan Nashville Police Department, Nashville, TN",27,4,26,8,0,0,2,0,1,1,3,0,0
394,"Minnesota State Patrol, Saint Paul, MN",31,3,0,2,0,0,0,0,0,1,0,0,0
395,"Helena Police Department, Helena, MT",6,2,0,2,0,0,0,0,0,2,0,0,0
396,"Portland Police Bureau, Portland, OR",1,10,202,13,0,0,4,2,1,2,1,1,0
397,"Calhoun County Sheriff's Department, Anniston, AL",55,13,0,2,0,0,0,0,0,0,0,0,0
398,"Indiana State Police, Indiana",25,4,38,8,5,0,4,0,0,1,3,0,0
399,"Department of Energy, Idaho National Laboratory, United States of America",27,4,9,4,3,0,1,0,0,0,5,0,0
401,"Department of Energy, National Energy Technology Laboratory, United States of America",17,11,5,3,1,0,1,0,0,0,1,0,0
402,"Federal Financial Institutions Examinations Council, United States of America",24,3,16,4,0,0,0,0,0,0,1,0,0
404,"Palo Alto Police Department, Palo Alto, CA",206,7,4,5,1,0,0,0,1,3,0,0,0
405,"Portland Police Department, Portland, ME",22,2,31,8,0,0,0,1,0,5,3,0,0
406,"Boulder Police Department, Boulder, CO",1,10,0,3,0,0,0,0,0,1,0,0,0
407,"Salem Police Department, Salem, OR",5,2,0,2,0,0,0,0,0,2,0,0,0
408,"Bay Area Urban Area Security Initiative, San Francisco, CA",15,4,4,2,0,0,0,0,0,2,0,0,0
409,"Alameda County Sheriff Department, Alameda County, CA",24,4,355,8,4,0,0,3,1,0,2,0,0
410,"Registry of Motor Vehicles, Massachusetts",33,6,243,9,6,0,1,6,0,1,5,1,0
411,"Commission on Gay, Lesbian, Bisexual & Transgender Youth, Massachusetts",0,83,0,3,0,0,0,0,0,0,0,0,0
412,"Department of Children and Families, Massachusetts",85,9,48,10,20,0,1,2,2,0,1,0,0
413,"Purdue University, West Lafayette, IN",192,16,0,1,0,0,0,0,0,0,0,0,0
414,"Parking Department, Salem, MA",0,3,2,1,1,0,0,0,0,0,0,0,0
415,"University of California, San Diego, San Diego, CA",28,31,13,3,0,0,0,0,0,3,0,0,0
416,"Saddleback Community College, Mission Viejo, CA",0,2,0,1,0,0,0,0,0,1,0,0,0
417,"McAllen Police Department, McAllen, TX",18,3,4,2,0,0,0,0,0,1,0,0,0
418,"Syracuse Police Department, Syracuse, NY",29,4,0,2,0,0,0,0,0,0,0,0,0
419,"Monroe County Sheriff, Monroe County, FL",3,2,0,2,0,0,0,0,0,2,0,0,0
420,"Brevard County Sheriff, Brevard County, FL",17,5,1,4,2,0,1,3,0,2,0,0,0
421,"Pima County Sheriff, Pima County, AZ",10,4,2,3,0,0,2,0,0,1,0,0,0
422,"Illinois Central College, Peoria, IL",7,2,0,1,0,0,0,0,0,0,0,0,0
423,"Illinois State Police, Illinois",31,4,1397,15,4,0,1,1,0,6,7,0,0
424,"Peoria Police Department, Peoria, IL",10,6,81,5,0,0,0,0,0,1,4,0,0
425,"Peoria County Sheriff, Peoria County, IL",50,5,0,2,0,0,0,0,0,1,0,0,0
426,"University of Pittsburgh, Pennsylvania",1,2,0,1,0,0,0,0,0,0,0,0,0
427,"Pennsylvania State University, Pennsylvania",78,10,0,7,0,0,0,0,1,0,0,0,0
428,"Maricopa County Sheriff, Maricopa County, AZ",43,10,3,12,10,0,5,1,0,1,3,0,0
429,"Anaheim Police Department, Anaheim, CA",25,8,12,3,0,0,0,0,1,1,0,0,0
430,"Anaheim Police Department, Anaheim, CA",53,10,10,4,4,0,0,1,0,1,1,0,0
431,"US Army, Office of the Judge Advocate General, United States of America",323,9,138,10,0,0,7,0,0,4,2,1,0
432,"Department of Public Safety, Massachusetts",396,11,7,6,2,0,1,2,0,1,2,0,0
433,"Office of the Governor - Massachusetts, Massachusetts",448,13,26,17,0,1,3,0,0,5,3,1,0
435,"Pennsylvania State Police, Pennsylvania",38,7,121,13,14,0,1,1,3,4,3,1,0
436,"The Ohio State University, Ohio",11,3,79,6,1,0,1,0,0,1,4,0,0
437,"Goleta, CA Police Department, Goleta, CA",20,8,4,2,0,0,0,0,0,2,0,0,0
438,"Keller, TX Police Department, Keller, TX",2,2,0,3,0,0,0,0,0,3,0,0,0
439,"Dallas, TX Police Department, Dallas, TX",79,7,30,4,2,0,3,2,0,0,1,0,0
440,"Glendora, CA Police Department, Glendora, CA",2,2,0,2,0,0,0,0,0,2,0,0,0
441,"Phoenix Police Department, Phoenix, AZ",109,16,205,13,11,0,5,5,0,1,10,0,0
442,"Kettering, OH Police Department, Kettering, OH",18,8,0,2,0,0,0,0,0,1,0,0,0
443,"Inspector General, Massachusetts",3,2,1,1,0,0,0,0,0,0,0,0,0
445,"Snoqualmie Police Department, Snoqualmie, WA",18,2,33,5,1,0,0,0,0,2,1,0,0
446,"Lake County Sheriff's Office, Lake County, FL",779,3,0,2,0,0,0,0,0,1,0,0,0
447,"Orlando Police Department, Orlando, FL",14,3,349,8,5,0,6,1,0,1,3,0,0
448,"Seminole County Sheriff, Seminole County, FL",64,5,1,3,0,0,3,0,0,3,0,0,0
449,"Rhode Island Department of Public Safety, Rhode Island",50,5,87,5,0,0,2,2,0,1,2,0,0
450,"Okaloosa County Sheriffs Office, Okaloosa County, FL",4,2,4,2,0,0,0,0,0,0,1,0,0
451,"University of Florida, Florida",26,5,170,10,2,0,0,0,2,0,6,0,0
452,"Commonwealth Fusion Center, Massachusetts",172,8,458,27,4,1,8,5,2,36,6,0,0
453,"Executive Office of Public Safety and Security, Massachusetts",387,16,282,9,8,1,0,0,0,6,4,1,0
454,"Office of the Pardon Attorney, United States of America",14,2,48,3,0,0,1,0,0,0,1,0,0
455,"Alabama Department of Public Safety, Alabama",12,5,1,8,1,0,2,0,1,0,0,0,0
456,"Department of Homeland Security, Science and Technology Directorate, United States of America",319,8,419,21,14,3,19,2,6,4,6,0,0
457,"U.S. Forest Service, United States of America",131,12,1559,17,21,0,33,0,1,4,17,1,0
458,"Department of Agriculture, Agricultural Research Service, United States of America",33,4,202,9,4,0,3,0,0,2,8,0,0
459,"Department of the Interior, Office of the Secretary, United States of America",69,5,1669,9,5,0,2,0,0,1,6,0,2
460,"Queen Anne's County Sheriff, Maryland",91,3,3,2,0,0,0,0,0,0,1,0,0
461,"Eastern Gateway Community College, Jefferson County, OH",13,3,13,1,0,0,0,0,0,0,0,0,0
463,"Gadsden, AL Police Department, Gadsden, AL",0,4,2,3,0,0,0,2,0,0,0,0,0
464,"Hays County, TX Office of Emergency Management, Hays County, TX",11,2,0,1,0,0,0,0,0,0,0,0,0
465,"Kansas State University, Kansas",0,4,21,3,0,0,0,0,0,0,1,0,0
466,"Mesa County, CO Sheriff, Mesa County, CO",98,12,82,2,7,0,2,0,0,0,4,0,0
467,"Montgomery County, TX Sheriff, Montgomery County, TX, TX",101,6,56,3,1,0,2,0,0,0,1,0,0
468,"Department of Transportation, Washington",58,9,63,6,5,1,5,0,0,2,5,0,0
469,"University of Wisconsin, Wisconsin",72,7,176,8,7,0,1,1,1,1,5,0,0
470,"Ohio University, Ohio",239,15,27,2,0,0,0,0,0,0,0,0,0
471,"University of Connecticut, Connecticut",66,5,93,9,8,0,2,0,0,1,4,0,0
472,"University of Colorado Boulder, Colorado",0,9,0,1,0,0,1,0,0,0,0,0,0
473,"Otter Tail County Sheriff, Otter Tail County, MN",1,16,0,2,0,0,0,0,0,1,0,0,0
474,"Polk County Sheriff, Polk County, FL",165,12,201,4,5,0,2,2,0,0,3,0,0
475,"Texas State University, Texas",0,4,2,1,0,0,0,0,0,0,0,0,0
476,"Texas A & M Engineering Experiment Station, Texas",176,19,213,1,0,0,0,0,0,1,0,0,0
477,"Texas A & M University-Corpus Christi, Texas",94,11,107,1,0,0,0,0,0,0,0,0,0
478,"University of Michigan, Michigan",27,6,102,15,6,0,0,3,1,4,11,0,0
479,"Amtrak, United States of America",217,7,1536,24,12,0,2,0,0,3,12,1,0
480,"Massachusetts Port Authority, Massachusetts",149,9,868,18,10,0,7,5,0,3,13,1,0
481,"Boston City Council, Boston, MA",138,6,167,29,1,0,3,1,0,9,20,0,0
482,"Lane County Sheriff's Office, Lane County, OR",397,14,259,3,0,0,1,3,0,0,2,0,0
483,"Vanderblit University, Nashville, TN",0,57,0,2,0,0,0,0,0,0,0,0,0
484,"Florida International University, Miami, FL",83,7,0,1,0,0,0,0,0,0,0,0,0
485,"University of Akron, Akron, OH",6,4,8,1,0,0,0,0,0,0,0,0,0
486,"University at Buffalo, Buffalo, NY",62,7,0,1,0,0,0,0,0,0,1,0,0
487,"University of California, Santa Cruz, California",22,4,0,2,1,0,1,0,0,0,0,0,0
488,"University of Central Florida, Orlando, FL",1,3,1,2,0,0,0,0,1,0,0,0,0
489,"University of Colorado School of Aerospace Engineering Sciences, Boulder, CO",9,9,0,2,0,0,1,0,0,0,0,0,0
491,"University of Louisville, Louisville, KY",13,1,0,3,0,0,0,0,0,0,0,0,0
493,"University of Maryland Department of Aerospace Engineering, Maryland",15,3,6,2,0,0,2,0,0,1,0,0,0
494,"University of Minnesota, Minnesota",68,6,173,5,0,0,0,1,0,0,4,0,0
497,"University of South Florida, Florida",0,2,0,1,0,0,0,0,0,0,0,0,0
498,"Department of Treasury, Office of Foreign Asset Control, United States of America",344,5,542,12,12,0,12,1,1,3,3,1,0
499,"Lancaster City Clerk, Lancaster, CA",26,3,1,2,0,0,0,0,0,0,0,0,0
500,"Golden Gate Bridge, Highway and Transportation District, California",5,3,44,2,0,0,0,0,0,0,0,0,0
501,"Energy Facilities Siting Board, Massachusetts",0,3,103,2,0,0,0,0,0,0,0,0,0
502,"U.S. Army Criminal Investigation Command, United States of America",62,8,70,15,3,0,0,0,2,3,2,0,0
503,"Chicago Police Department, Chicago, IL",80,7,1295,91,97,0,22,0,1,19,61,0,3
504,"Philadelphia Police Department, Philadelphia, PA",114,6,931,30,10,1,13,0,4,8,7,1,0
506,"Virginia Polytechnic Institute and State University, Virginia",24,4,67,7,0,0,2,0,0,1,2,0,0
507,"Middlesex County District Attorney's Office, Middlesex County, MA",137,14,37,9,1,0,0,0,0,0,3,0,0
508,"Attorney General's Office, Massachusetts",33,5,796,31,16,0,9,5,1,12,10,1,0
509,"Bureau of Indian Affairs, United States of America",38,5,56,5,4,0,2,0,0,1,1,0,0
511,"Bristol County Sheriff's Office, Bristol County, MA",23,7,0,10,0,0,1,0,0,5,1,0,0
512,"Town Administration, Nantucket, MA",165,25,1,3,0,0,0,0,0,0,1,0,0
513,"Board of Commissioners, Plymouth County, MA",0,5,0,2,0,0,1,0,0,0,0,0,0
514,"Office of the Sheriff, Dukes County, MA",83,24,6,6,0,0,0,0,0,2,1,0,0
515,"Norfolk County Sheriff's Office, Norfolk County, MA",0,64,0,5,0,0,0,0,0,0,0,0,0
516,"National Center for Complex Operations, Indiana",21,3,1,1,0,0,0,0,0,0,0,0,0
517,"Indiana Air National Guard, Indiana",19,80,9,1,2,0,0,0,0,1,0,0,0
518,"Naval Sea Systems Command, United States of America",589,13,731,9,10,0,10,0,0,1,6,0,0
520,"City Hall, Beverly, MA",5,5,1,2,0,0,0,0,0,0,0,0,0
521,"Marlborough Public Schools, Marlborough, MA",5,2,0,1,0,0,0,0,0,0,0,0,0
522,"Palmer Town Manager's Office, Palmer, MA",32,8,0,2,0,0,0,0,0,0,0,1,0
523,"Taunton Public Schools, Taunton, MA",0,26,0,1,0,0,0,0,0,0,0,0,0
524,"Department of Agriculture Office of Inspector General, United States of America",770,23,669,8,20,1,5,0,0,1,19,3,0
525,"Washington Island Police Department, Washington Island, WI",15,2,0,2,0,0,0,0,0,1,0,0,0
526,"Upper Darby Police Department, Upper Darby, PA",0,35,0,1,0,0,0,0,0,0,0,0,0
527,"Petaluma Police Department, Petaluma, CA",8,2,14,3,0,0,1,0,0,0,0,0,0
528,"Fremont Police Department, Fremont, CA",25,3,222,7,0,0,1,0,1,2,5,0,0
529,"State College Area Police Department, State College, PA",783,64,20,2,0,0,0,0,0,2,0,0,0
530,"Louisville Metro Police, Louisville, KY",9,2,4,6,0,0,2,0,0,3,1,0,0
531,"Division of Homeland Security and Emergency Services, New York",110,10,187,5,0,0,2,0,0,0,4,0,0
532,"New Mexico Institute of Mining and Technology, New Mexico",58,5,0,2,2,0,0,2,0,0,0,0,1
533,"New Mexico State University Physical Sciences Lab, New Mexico",61,7,35,1,0,0,0,0,0,0,0,0,0
534,"Canyon County Sheriff's Office, Canyon County, ID",35,7,117,1,0,0,1,0,0,0,0,0,0
535,"New Jersey Army National Guard, New Jersey",0,26,0,1,0,0,0,0,0,0,0,0,0
536,"Brunswick Police Department, Brunswick, GA",18,3,4,2,0,0,0,0,0,0,0,1,0
537,"North Andover Police Department, North Andover, MA",12,3,16,8,0,0,0,0,0,2,1,0,0
538,"Escambia County Sheriff's Office, Escambia County, FL",0,3,0,1,0,0,0,0,0,0,0,0,0
539,"Gilbert Police Department, Gilbert, AZ",44,3,13,3,0,0,0,0,0,1,2,0,0
540,"Department of Public Safety, Arizona",62,13,41,8,7,0,3,3,0,0,2,0,0
541,"Lake Villa Police Department, Lake Villa, IL",2,2,7,2,0,0,0,0,0,1,0,0,0
542,"Clackamas County Sheriff's Office, Clackamas County, OR",24,6,42,2,0,0,0,0,0,1,1,0,0
543,"Hurst Police Department, Hurst, TX",2,2,0,2,0,0,0,0,0,1,0,0,0
544,"Department of Mental Health, Oklahoma",31,9,1,4,0,0,0,0,1,0,0,0,0
545,"University of North Dakota, North Dakota",0,10,1,1,0,0,0,0,0,0,0,0,0
546,"Georgia Institute of Technology Police Department, Office of Emergency Preparedness, Georgia",4,2,21,5,0,0,0,0,0,0,0,0,0
547,"Georgia Tech Research Institute, Georgia",0,4,0,1,0,0,0,0,0,0,0,0,0
548,"Middle Tennessee State University, Tennessee",272,10,1,2,0,0,0,0,1,0,0,0,0
549,"Mississippi State University, Mississippi",63,5,47,4,0,0,0,6,0,0,1,0,0
550,"Mississippi Department of Marine Resources, Mississippi",114,9,16,1,0,0,0,0,0,0,0,0,0
551,"Nicholls State University, Louisiana",0,3,5,1,0,0,0,0,0,0,0,0,0
552,"Ogden City Police Department, Ogden, UT",65,6,2,3,0,0,0,0,0,2,0,0,0
553,"Orange County Sheriff's Office, Orange County, TX, TX",2,2,2,2,0,0,0,0,0,1,0,0,0
554,"University of Alaska Fairbanks, Alaska",0,47,0,2,1,0,0,0,0,0,0,0,0
555,"Utah State University, Utah",0,52,0,2,0,0,0,0,0,0,0,0,0
556,"Snohomish County Sheriff's Office, Snohomish County, WA",5,7,5,3,0,0,0,0,0,2,0,0,0
557,"California Department of Corrections and Rehabilitation, Office of Audits and Court Compliance, California",53,15,267,7,2,0,10,2,0,1,1,0,0
558,"San Francisco Controller's Office, San Francisco, CA",4,1,0,4,1,0,0,0,0,0,2,0,0
559,"Board of Election Commissioners, Boston, MA",436,27,35,6,0,0,0,0,0,3,12,0,0
560,"Federal Reserve Board of Governors, United States of America",78,5,751,17,11,0,7,0,2,6,4,0,0
561,"Spokane County Sheriff's Office, Spokane County, WA",44,11,61,4,3,0,0,1,0,1,1,0,0
562,"Department of Public Utilities, Massachusetts",24,3,30,7,1,0,0,0,0,1,2,0,0
564,"Virginia State Corporation Commission, Virginia",10,2,3,3,1,0,0,0,0,0,1,0,0
565,"Washington Metropolitan Area Transit Authority, Washington (D.C), DC",101,15,45,6,7,0,5,1,1,2,1,1,0
567,"Department of Correction, New York City, NY",35,22,32,13,10,0,1,0,0,2,1,0,0
568,"Abington Police Department, Abington, MA",45,2,3,8,0,0,0,2,1,2,1,0,0
569,"Amherst Police Department, Amherst, MA",64,6,11,10,0,0,2,2,2,4,1,0,0
570,"Barnstable Police Department, Barnstable, MA",6,50,0,5,0,0,0,0,0,0,0,0,0
571,"Braintree Police Department, Braintree, MA",27,37,2,7,1,0,0,0,0,0,1,0,0
572,"Burlington Police Department, Burlington, MA",9,49,11,5,0,0,0,0,0,0,0,0,0
573,"Chelmsford Police Department, Chelmsford, MA",84,22,3,5,0,0,0,0,0,0,0,0,0
574,"Quincy Police Department, Quincy, MA",33,22,9,10,2,0,0,1,0,5,3,1,0
575,"University of Central Florida, Institute for Simulation and Training, Florida",0,2,0,1,0,0,0,0,0,0,0,0,0
576,"Auburn University Athletic Department, Alabama",133,7,53,3,0,0,0,2,0,0,2,0,0
577,"Concord Police Department, Concord, MA",75,15,0,7,0,0,2,1,0,1,0,0,0
578,"Danvers Police Department, Danvers, MA",152,8,240,7,0,1,1,0,5,2,2,0,0
579,"Fall River Police Department, Fall River, MA",70,8,9,5,1,0,5,2,0,2,0,0,0
580,"Fitchburg Police Department, Fitchburg, MA",837,45,2,5,2,0,0,0,2,1,0,0,0
581,"Foxborough Police Department, Foxborough, MA",75,28,4,5,0,0,0,0,1,1,0,0,0
582,"Administration and Finance, Boston, MA",0,7,27,2,0,0,0,0,0,0,0,0,0
583,"Franklin Police Department, Franklin, MA",0,60,6,6,0,0,0,0,0,0,0,0,0
584,"Gloucester Police Department, Gloucester, MA",0,48,1,4,0,1,0,0,0,0,0,0,0
585,"Haverhill Police Department, Haverhill, MA",8,4,8,7,0,0,4,4,0,2,0,0,0
586,"Hingham Police Department, Hingham, MA",0,14,0,2,0,0,0,0,0,0,0,0,0
587,"Hull Police Department, Hull, MA",219,50,1,4,0,0,0,0,1,0,0,0,0
588,"Leicester Police Department, Leicester, MA",36,3,23,8,1,0,1,1,0,3,0,0,0
589,"Longmeadow Police Department, Longmeadow, MA",20,38,26,5,3,0,0,0,0,0,3,0,0
590,"Lowell Police Department, Lowell, MA",111,8,195,10,6,0,0,1,1,7,7,0,0
591,"Lynn Police Department, Lynn, MA",142,9,21,8,0,0,0,1,0,1,2,0,0
